id,name,city,state,country_code,latitude,longitude,ports,power_kw,power_class,is_fast_dc
306802,Radisson Blu Plaza Delhi Airport,New Delhi,Delhi,IN,28.543767,77.119596,2.0,22.0,AC_HIGH_(22-49kW),False
306801,Hauz Khas Metro Station Parking Area,Delhi,Delhi,IN,28.544906,77.206917,2.0,30.0,AC_HIGH_(22-49kW),False
306798,Savoy Suites Noida,Noida,Uttar Pradesh,IN,28.580172,77.315462,2.0,22.0,AC_HIGH_(22-49kW),False
306797,TERRA CHARGE BSES,Delhi,Delhi,IN,28.625197,77.305497,1.0,,UNKNOWN,False
306796,Terra Charge,Delhi,Delhi,IN,28.629619,77.312113,1.0,,UNKNOWN,False
306793,Wave One,Noida,Uttar Pradesh,IN,28.569779,77.323288,5.0,,UNKNOWN,False
306792,DLF Mall Of India,Noida,Uttar Pradesh,IN,28.567208,77.321534,2.0,60.0,DC_FAST_(50-149kW),True
306791,Windsor Grand DC Charger,Noida,Uttar Pradesh,IN,28.542195,77.340714,2.0,120.0,DC_FAST_(50-149kW),True
306790,Windsor IT Park,Noida,Uttar Pradesh,IN,28.544712,77.327193,3.0,60.0,DC_FAST_(50-149kW),True
306770,Advant IT Park,Noida,Uttar Pradesh,IN,28.500911,77.409925,1.0,60.0,DC_FAST_(50-149kW),True
306769,Omaxe Connaught Place Mall,Greater Noida,Uttar Pradesh,IN,28.488784,77.513965,1.0,7.0,AC_L1_(<7.5kW),False
306768,Omaxe India Trade Centre,Noida,Uttar Pradesh,IN,28.478099,77.521475,1.0,60.0,DC_FAST_(50-149kW),True
306767,Near Snow White,Delhi,Delhi,IN,28.633897,77.220776,1.0,15.0,AC_L2_(7.5-21kW),False
303772,technoPolis,Kolkata,West Bengal,IN,22.579671,88.44329,1.0,30.0,AC_HIGH_(22-49kW),False
303178,Kartavya Path,Unknown City,Delhi,IN,28.614253,77.203429,1.0,,UNKNOWN,False
302744,Kot Safil road,Surat,Gujarat,IN,21.190833,72.828744,1.0,2.5,AC_L1_(<7.5kW),False
301966,Harsha the Fernn,Shivamogga,Karnataka,IN,13.948551,75.531666,1.0,60.0,DC_FAST_(50-149kW),True
301965,Shanthigrama Toll plaza,Shanthigrama,Karnataka,IN,12.982124,76.229339,1.0,40.0,AC_HIGH_(22-49kW),False
301964,HPCL Shoolagiri,Krishnagiri,Tamil Nadu,IN,12.666701,78.002805,1.0,30.0,AC_HIGH_(22-49kW),False
301963,Quality Inn VIHA,Kumbakonam,Tamil Nadu,IN,10.960106,79.392613,1.0,40.0,AC_HIGH_(22-49kW),False
301962,Marshal E Tech Station,Kanyakumari,Tamil Nadu,IN,8.115411,77.532217,1.0,49.0,AC_HIGH_(22-49kW),False
301650,Kallukurichi Toll Plaza,Viluppuram,Tamil Nadu,IN,11.736197,79.009333,1.0,30.0,AC_HIGH_(22-49kW),False
301649,Mettupatty Toll Plaza,selam,Tamil Nadu,IN,11.661732,78.331195,1.0,31.0,AC_HIGH_(22-49kW),False
301648,NS Charging Station,sirkali,Tamil Nadu,IN,11.221358,79.737695,1.0,30.0,AC_HIGH_(22-49kW),False
301647,Prashanth Charging Station,Chidambaram,Tamil Nadu,IN,11.40803,79.673903,1.0,33.0,AC_HIGH_(22-49kW),False
301646,Ocean Spray Resort,Villupuram,Tamil Nadu,IN,12.065875,79.880271,1.0,30.0,AC_HIGH_(22-49kW),False
301645,VASAN Charging Station,Unknown City,Tamil Nadu,IN,10.652189,78.742142,1.0,30.0,AC_HIGH_(22-49kW),False
301644,Charles Mahal,Tiruchirappalli,Tamil Nadu,IN,10.80578,78.73219,1.0,30.0,AC_HIGH_(22-49kW),False
301643,DYNASTY AK Plaza,Virudhunagar,Tamil Nadu,IN,9.468267,77.566135,1.0,30.0,AC_HIGH_(22-49kW),False
301550,Haribhavanam KMCH,Coimbatore,Tamil Nadu,IN,11.040221,77.040833,2.0,30.0,AC_HIGH_(22-49kW),False
301547,Siva Selvi Charging Station,Pollachi,Tamil Nadu,IN,10.727093,76.929892,1.0,49.0,AC_HIGH_(22-49kW),False
301546,HR Legacy,yercaud,Tamil Nadu,IN,11.774701,78.226979,1.0,49.0,AC_HIGH_(22-49kW),False
301545,Dr. MGR University,"Maduravoyal, chennai",Tamil Nadu,IN,13.069597,80.177961,1.0,30.0,AC_HIGH_(22-49kW),False
301544,Hotel Benzz Park,Vellore,Tamil Nadu,IN,12.929099,79.133652,1.0,30.0,AC_HIGH_(22-49kW),False
301543,Alps Residency - A Bergamont Group of Hotel,Krishnagiri,Tamil Nadu,IN,12.54195,78.20175,1.0,66.0,DC_FAST_(50-149kW),True
301542,Ero G Electric Charging Station,Erode,Tamil Nadu,IN,9.357268,11.301994,1.0,44.0,AC_HIGH_(22-49kW),False
301541,KSN Charging Station,Ramanathapuram,Tamil Nadu,IN,9.357268,78.873609,1.0,35.0,AC_HIGH_(22-49kW),False
301540,Hotel VPS Grand - Palani,Palani,Tamil Nadu,IN,10.443031,77.516171,1.0,49.0,AC_HIGH_(22-49kW),False
301539,Hotel Temple City Lake Inn,Valaichcherippatti,Tamil Nadu,IN,9.987081,78.241544,1.0,37.0,AC_HIGH_(22-49kW),False
301365,Ero G Electric Charging Station,perundurai,Tamil Nadu,IN,11.230771,78.573009,1.0,44.0,AC_HIGH_(22-49kW),False
301229,Sree Annapoorna Restaurant,Ambur - Vellore,Tamil Nadu,IN,12.853014,78.817035,10.0,120.0,DC_FAST_(50-149kW),True
301228,Thoppur Toll Plaza,Thoppur,Tamil Nadu,IN,12.007026,78.080843,2.0,82.0,DC_FAST_(50-149kW),True
301227,Vaniyambadi Toll Plaza - Relux Charaging station,Vaniyambadi,Tamil Nadu,IN,12.648754,78.583329,1.0,40.0,AC_HIGH_(22-49kW),False
301226,Hotel Himalayaa,Thiruvanamalai,Tamil Nadu,IN,12.236394,79.089601,1.0,40.0,AC_HIGH_(22-49kW),False
301155,Hotel Aishwarya Bhavan,Tindivanam - Villupuram,Tamil Nadu,IN,12.240345,79.662282,1.0,110.0,DC_FAST_(50-149kW),True
301154,MM Legacy,Kanchipuram,Tamil Nadu,IN,12.903605,80.167116,1.0,60.0,DC_FAST_(50-149kW),True
301153,EVP Cinemas - Relux Charging Station,Chembarambakkam,Tamil Nadu,IN,13.036017,80.046517,1.0,30.0,AC_HIGH_(22-49kW),False
300747,Hotel Aaryas Garden - Relux Charging Station,Tindivanam,Tamil Nadu,IN,12.24066,79.663151,1.0,49.0,AC_HIGH_(22-49kW),False
300746,Hotel Aaryas Garden - Relux Electric,kandigai,Tamil Nadu,IN,12.385302,79.796005,1.0,49.0,AC_HIGH_(22-49kW),False
300745,Cosmopolitan Club - Relux Electric,Chennai,Tamil Nadu,IN,13.100809,80.190598,1.0,30.0,AC_HIGH_(22-49kW),False
300744,Saravana Stores - Padi - Relux Electric,Chennai,Tamil Nadu,IN,13.100809,80.190598,1.0,60.0,DC_FAST_(50-149kW),True
298738,Balasaheb Thackeray Flyover,Unknown City,Maharashtra,IN,19.139951,72.851974,1.0,,UNKNOWN,False
297821,Joance Regency,Thodupuzha,Kerala,IN,9.894288,76.715871,1.0,24.0,AC_HIGH_(22-49kW),False
297660,"#1043, 11th cross",mysore,Karnataka,IN,12.335349,76.620128,1.0,11.0,AC_L2_(7.5-21kW),False
297630,Ganesh Hotel,Tirumalakoppa,Karnataka,IN,15.16839,75.14055,1.0,50.0,DC_FAST_(50-149kW),True
297629,Jio BP Kamadod,Kamadod,Karnataka,IN,14.57297,75.69027,1.0,60.0,DC_FAST_(50-149kW),True
297628,Zeon 24KW Kyathasandra,Kyathasandra,Karnataka,IN,10.081199,77.630117,1.0,24.0,AC_HIGH_(22-49kW),False
297627,Relux 25KW Chidambaram,Chidambaram,Tamil Nadu,IN,11.485037,78.019711,1.0,30.0,AC_HIGH_(22-49kW),False
297626,chargemod 30kw Amoha hotel,Tiruvannamalai,Tamil Nadu,IN,11.485037,78.019711,1.0,30.0,AC_HIGH_(22-49kW),False
297625,Relux 30KW Hotel Himalaya,Annamalai R.F,Tamil Nadu,IN,12.24692,78.075769,1.0,30.0,AC_HIGH_(22-49kW),False
297624,Statiq 60kW Tirunelveli,Tirunelveli,Tamil Nadu,IN,8.66847,77.71834,1.0,60.0,DC_FAST_(50-149kW),True
297622,Regency Tirunelveli By GRT Hotels,Tirunelveli,Tamil Nadu,IN,8.72921,77.72092,1.0,50.0,DC_FAST_(50-149kW),True
297621,Kannada Parisath Road,Mysuru,Karnataka,IN,12.336276,76.618747,1.0,100.0,DC_FAST_(50-149kW),True
279447,Knowledge park,Greater Noida,Uttar Pradesh,IN,28.462238,77.491286,1.0,2.5,AC_L1_(<7.5kW),False
273116,Urs Kar,Gonikoppa,Karnataka,IN,12.17768,75.90516,1.0,24.0,AC_HIGH_(22-49kW),False
267109,Punkunnam-Guruvayoor Road,Thrissur,Kerala,IN,10.537654,76.197149,3.0,2.5,AC_L1_(<7.5kW),False
266916,Viyyur KSEB,Thrissur,Kerala,IN,10.559346,76.217358,1.0,30.0,AC_HIGH_(22-49kW),False
266276,KSEB Charging Station,Kochi,Kerala,IN,10.005395,76.304722,2.0,50.0,DC_FAST_(50-149kW),True
259197,GoElectrify-EV Charger,Ahmedabad,Gujarat,IN,23.023923,72.45893,1.0,3.6,AC_L1_(<7.5kW),False
258754,ChargePod Charging Station,Gandhinagar,Gujarat,IN,23.175841,72.626749,1.0,,UNKNOWN,False
258753,Fortum Charge & Drive Charging Station,Ahmedabad,Gujarat,IN,22.996682,72.358151,1.0,50.0,DC_FAST_(50-149kW),True
258572,Ather Grid Charging Station,Gandhinagar,Gujarat,IN,23.231491,72.667364,1.0,2.5,AC_L1_(<7.5kW),False
258336,Taj Hotel,Ahmedabad,Gujarat,IN,23.075554,72.56854,2.0,30.0,AC_HIGH_(22-49kW),False
258302,MobiLane Charging Station,Gandhinagar,Gujarat,IN,23.166428,72.683984,1.0,80.0,DC_FAST_(50-149kW),True
258294,Sargasan Cross Rd,Gandhinagar,Gujarat,IN,23.178343,72.612246,1.0,30.0,AC_HIGH_(22-49kW),False
257048,Agora Mall Charging Station,Gandhinagar,Gujarat,IN,23.067546,72.664809,1.0,,UNKNOWN,False
257047,Capital EV Charging Station (Kalupur),Ahmedabad,Gujarat,IN,23.067646,72.664928,1.0,25.0,AC_HIGH_(22-49kW),False
238134,Technopark EVCS,Thiruvananthapuram,Kerala,IN,8.559479,76.878079,5.0,30.0,AC_HIGH_(22-49kW),False
201254,Cinemax,Kalyan,Maharashtra,IN,19.243652,73.134756,1.0,3.0,AC_L1_(<7.5kW),False
195401,Kalyan Grand Business Hotel,Vandalur,Tamil Nadu,IN,12.8738,80.078494,1.0,24.0,AC_HIGH_(22-49kW),False
195400,Muscat bakery & Restaurants,Irungattukottai,Tamil Nadu,IN,13.008011,79.99673,1.0,50.0,DC_FAST_(50-149kW),True
195399,Holiday Inn Chennai OMR,Chennai,Tamil Nadu,IN,12.980074,80.253153,1.0,25.0,AC_HIGH_(22-49kW),False
195398,Grand Chennai by GRT Hotels,Chennai,Tamil Nadu,IN,13.039884,80.245076,1.0,22.0,AC_HIGH_(22-49kW),False
195397,Spencer plaza,Chennai,Tamil Nadu,IN,13.086441,80.246118,1.0,25.0,AC_HIGH_(22-49kW),False
195339,Chandni Chowk,Delhi,Delhi,IN,28.656025,77.231198,1.0,3.0,AC_L1_(<7.5kW),False
189046,Sardar Patel Ring Road,Ahmedabad,Gujarat,IN,23.018114,72.671177,1.0,,UNKNOWN,False
189037,Shawadi Road,Ahmedabad,Gujarat,IN,22.958987,72.573438,1.0,50.0,DC_FAST_(50-149kW),True
188200,Hosa Road,Chikkanayakanahalli,Karnataka,IN,12.911522,77.676298,1.0,3.3,AC_L1_(<7.5kW),False
173082,Tata Fast Charger,Bangalore,Karnataka,IN,12.952439,77.639732,2.0,22.0,AC_HIGH_(22-49kW),False
172465,Bharay,Mukundgarh Mandi,Rajasthan,IN,27.938346,75.231438,1.0,3.0,AC_L1_(<7.5kW),False
171101,Saravana Bhavan,Vaigundam,Tamil Nadu,IN,11.519422,77.934771,2.0,50.0,DC_FAST_(50-149kW),True
170932,IITM Research Park,Chennai City Corporation Limits,Tamil Nadu,IN,12.9908,80.2424,1.0,37.0,AC_HIGH_(22-49kW),False
167208,Assam Electric Point,Guwahati,Assam,IN,26.161971,91.766784,1.0,3.0,AC_L1_(<7.5kW),False
149812,Electrify Bihar EV Charging Station,Darbhanga,Bihar,IN,26.156965,85.899512,4.0,2.3,AC_L1_(<7.5kW),False
149534,Fortum Mahindra,Hyderabad,Telangana,IN,17.44366,78.46395,1.0,,UNKNOWN,False
149533,Amplify Mobility,Hyderabad,Telangana,IN,17.424924,78.421966,1.0,,UNKNOWN,False
149527,Fortum Mahindra,Hyderabad,Telangana,IN,17.36334,78.4337,1.0,,UNKNOWN,False
149524,Fortum Mahindra,Hyderabad,Telangana,IN,17.50128,78.37811,1.0,,UNKNOWN,False
146678,Jawahar Marg,Indore,Madhya Pradesh,IN,22.716554,75.854964,1.0,3.0,AC_L1_(<7.5kW),False
129323,Kailash Bhavan,Clappana,Kerala,IN,9.088188,76.485888,3.0,3.3,AC_L1_(<7.5kW),False
107668,AtherGrid Go Native Cafe,Bangalore,Karnataka,IN,12.922464,77.584688,1.0,2.0,AC_L1_(<7.5kW),False
103746,BESCOM Head Office,Bengaluru,Karnataka,IN,12.975531,77.588336,1.0,3.6,AC_L1_(<7.5kW),False
103616,Ather Space,Bengaluru,Karnataka,IN,12.975689,77.64123,4.0,3.0,AC_L1_(<7.5kW),False
103615,Ather Grid Point - Herbs and Spices,Bengaluru,Karnataka,IN,12.967925,77.749776,1.0,3.0,AC_L1_(<7.5kW),False
103614,Ather Grid Point - 6000 Miles to Isle of Man,Bengaluru,Karnataka,IN,12.975683,77.598233,1.0,3.0,AC_L1_(<7.5kW),False
103613,Ather Grid Point - Sunny Side Bistro,Bengaluru,Karnataka,IN,13.001817,77.623546,1.0,3.0,AC_L1_(<7.5kW),False
103612,Ather Grid Point - Patel's Inn,Bengaluru,Karnataka,IN,13.021246,77.598028,1.0,3.0,AC_L1_(<7.5kW),False
103611,Ather Grid Point - Chapter One,Bengaluru,Karnataka,IN,13.032302,77.569713,1.0,3.0,AC_L1_(<7.5kW),False
103610,Ather Grid Point - Royal Airawat Residency,Bengaluru,Karnataka,IN,12.922287,77.49549,1.0,3.0,AC_L1_(<7.5kW),False
103609,Ather Grid Point - Caf Eleven,Bengaluru,Karnataka,IN,12.923334,77.554875,1.0,3.0,AC_L1_(<7.5kW),False
103607,Ather Grid Point - Fab Cafe,Bengaluru,Karnataka,IN,12.933942,77.517452,1.0,3.0,AC_L1_(<7.5kW),False
103606,Ather Grid Point - Moto Store & Cafe,Bangalore,Karnataka,IN,12.987554,77.620871,1.0,3.0,AC_L1_(<7.5kW),False
103604,"International Tech Park, Bangalore",Bangalore,Karnataka,IN,12.985421,77.738513,2.0,3.0,AC_L1_(<7.5kW),False
103603,Ather Grid Point - Ascendas Park square mall,Bangalore,Karnataka,IN,12.987219,77.736474,2.0,3.0,AC_L1_(<7.5kW),False
96047,Tellus Power,Hyderabad,Telangana,IN,17.413362,78.426597,2.0,7.2,AC_L1_(<7.5kW),False
92771,Ola Charging Point,Nagpur,Maharashtra,IN,21.088568,79.05439,4.0,,UNKNOWN,False
"Source: OpenChargeMap API, via github.com/tarekmasryo/global-ev-infra-dataset (CC BY-SA 4.0). Filtered to country_code='IN'. State labels cleaned from raw OCM free-text entries.",,,,,,,,,,
